0.185	4.6	1
0.184753	4.691586	1
0.184013	4.78308	1
0.182779	4.874392	1
0.181054	4.965429	1
0.17884	5.056103	1
0.176137	5.146321	1
0.17295	5.235994	1
0.16928	5.325033	1
0.165133	5.413349	1
0.160511	5.500853	1
0.155421	5.587458	1
0.149865	5.673078	1
0.143851	5.757628	1
0.137385	5.841023	1
0.130472	5.92318	1
0.123119	6.004016	1
0.115335	6.083452	1
0.107126	6.161408	1
0.098501	6.237807	1
0.089468	6.312571	1
0.080037	6.385627	1
0.070217	6.456902	1
0.060018	6.526324	1
0.049449	6.593824	1
0.038522	6.659336	1
0.027247	6.722793	1
0.015636	6.784132	1
0.0037	6.843292	1
-0.00855	6.900214	1
-0.021099	6.954841	1
-0.033937	7.00712	1
-0.047051	7.056996	1
-0.060427	7.104422	1
-0.074052	7.149349	1
-0.087912	7.191733	1
-0.101994	7.231531	1
-0.116283	7.268704	1
-0.130765	7.303215	1
-0.145427	7.335029	1
-0.160252	7.364114	1
-0.175227	7.390442	1
-0.190337	7.413986	1
-0.205565	7.434723	1
-0.220898	7.452631	1
-0.23632	7.467694	1
-0.251815	7.479896	1
-0.267369	7.489225	1
-0.282965	7.495671	1
-0.298587	7.499229	1
-0.314222	7.499895	1
-0.329852	7.497667	1
-0.345462	7.492549	1
-0.361037	7.484544	1
-0.376561	7.473663	1
-0.392018	7.459914	1
-0.407394	7.443312	1
-0.422673	7.423874	1
-0.437839	7.401619	1
-0.452877	7.376568	1
-0.467774	7.348748	1
-0.482512	7.318185	1
-0.497079	7.284911	1
-0.511459	7.248958	1
-0.525638	7.210363	1
-0.539602	7.169163	1
-0.553336	7.1254	1
-0.566828	7.079118	1
-0.580064	7.030363	1
-0.593031	6.979183	1
-0.605715	6.925629	1
-0.618104	6.869756	1
-0.630185	6.811618	1
-0.641947	6.751273	1
-0.653378	6.688783	1
-0.664467	6.624208	1
-0.675202	6.557615	1
-0.685572	6.489068	1
-0.695568	6.418637	1
-0.705179	6.346391	1
-0.714396	6.272404	1
-0.72321	6.196747	1
-0.731611	6.119498	1
-0.739592	6.040733	1
-0.747144	5.960531	1
-0.75426	5.878971	1
-0.760933	5.796135	1
-0.767156	5.712106	1
-0.772923	5.626968	1
-0.778228	5.540805	1
-0.783066	5.453704	1
-0.787432	5.36575	1
-0.791321	5.277033	1
-0.794731	5.187641	1
-0.797657	5.097662	1
-0.800096	5.007187	1
-0.802047	4.916305	1
-0.803506	4.825108	1
-0.804474	4.733687	1
-0.804948	4.642132	1
-0.804928	4.550535	1
-0.804414	4.458987	1
-0.803408	4.36758	1
-0.801909	4.276405	1
-0.799919	4.185553	1
-0.79744	4.095114	1
-0.794476	4.005179	1
-0.791028	3.915837	1
