4.344	0.726	1
1.012	2.106	1
0.583	2.111	1
4.447	1.421	1
-2.889	1.554	1
1.989	0.173	1
-2.747	0.561	1
-1.023	0.204	1
-0.57	0.144	1
-2.379	0.421	1
3.809	0.443	1
3.467	1.855	1
-2.441	0.465	1
1.744	2.083	1
-2.472	0.512	1
3.182	1.862	1
-0.397	0.162	1
-0.513	0.106	1
3.88	0.5	1
0.477	2.138	1
1.439	0.133	1
3.545	1.852	1
-0.106	2.029	1
-0.455	2.051	1
0.898	0.117	1
3.96	1.655	1
-1.357	0.287	1
-1.716	1.889	1
-2.267	0.448	1
-2.162	1.809	1
4.572	1.382	1
-0.907	0.14	1
1.596	0.163	1
1.208	0.108	1
-0.831	0.194	1
1.634	0.088	1
-2.941	0.695	1
4.051	1.597	1
2.664	1.947	1
-1.98	1.799	1
-3.284	1.017	1
-2.673	0.6	1
-1.486	0.23	1
-3.201	0.929	1
1.208	2.076	1
0.257	2.072	1
1.885	0.166	1
1.761	0.11	1
4.451	0.727	1
-2.692	1.679	1
3.659	0.392	1
1.493	2.107	1
4.164	0.588	1
-3.166	0.824	1
2.563	2.013	1
1.367	0.153	1
-3.147	1.378	1
-0.585	2.031	1
-0.906	1.969	1
3.434	1.871	1
-2.769	0.595	1
-2.442	0.492	1
-1.212	0.272	1
1.928	2.029	1
-3.079	1.44	1
-0.728	2.022	1
0.319	0.147	1
0.601	0.101	1
3.011	1.954	1
0.689	0.108	1
-3.088	1.4	1
-2.393	1.767	1
2.253	2.045	1
0.429	2.073	1
-2.983	1.476	1
3.217	0.318	1
3.021	1.903	1
-3.141	0.851	1
-2.182	0.384	1
2.558	0.253	1
0.785	2.077	1
-3.048	1.456	1
0.279	2.09	1
-0.108	2.069	1
4.641	0.975	1
1.903	2.048	1
2.681	1.939	1
2.154	0.188	1
-0.601	2.062	1
2.03	0.146	1
1.971	2.071	1
1.338	0.093	1
2.771	0.243	1
-2.916	0.664	1
-0.408	0.172	1
-0.678	0.205	1
1.401	2.1	1
-2.326	1.711	1
4.619	1.3	1
-2.068	1.853	1
2.814	0.261	1
2.887	0.215	1
4.582	0.834	1
2.899	1.948	1
-1.293	0.249	1
2.744	0.27	1
-0.738	1.992	1
3.625	0.46	1
0.064	2.085	1
2.983	1.963	1
-2.633	0.526	1
-0.466	0.1	1
-0.187	0.171	1
-1.605	0.313	1
0.468	2.08	1
3.395	1.827	1
-0.196	2.101	1
3.432	0.387	1
-2.367	1.772	1
0.856	0.054	1
2.018	2.083	1
-3.257	0.953	1
3.443	0.339	1
0.419	0.114	1
4.119	1.61	1
1	2.124	1
-2.097	1.795	1
2.642	1.944	1
3.139	0.26	1
-3.033	1.49	1
-1.366	0.252	1
4.481	0.792	1
2.492	0.193	1
-0.515	0.158	1
1.553	0.146	1
0.175	2.089	1
3.301	1.887	1
1.56	2.122	1
-3.125	0.76	1
1.197	0.14	1
-1.96	1.879	1
-1.939	1.849	1
3.099	0.304	1
-1.768	1.838	1
0.071	2.135	1
1.228	2.056	1
3.401	0.368	1
0.458	0.081	1
3.23	0.288	1
-1.74	1.843	1
-0.67	2.053	1
2.315	0.21	1
-3.091	0.784	1
-2.968	1.469	1
0.894	2.11	1
-0.627	0.151	1
-0.316	0.175	1
0.514	0.071	1
1.474	2.047	1
-1.32	1.954	1
0.031	0.094	1
0.711	2.074	1
2.919	0.286	1
2.306	0.152	1
-0.059	2.068	1
2.555	0.206	1
-1.926	1.867	1
3.299	1.904	1
0.747	2.082	1
1.781	2.03	1
1.765	2.076	1
4.615	0.936	1
3.293	1.827	1
4.149	0.628	1
1.646	0.085	1
4.389	1.469	1
-1.953	1.871	1
0.82	2.126	1
2.238	0.15	1
0.271	2.045	1
-0.31	3.244	2
0.284	5.912	2
0.305	5.483	2
0.319	5.347	2
0.314	4.011	2
-0.21	6.889	2
-0.323	4.153	2
-0.283	5.877	2
-0.349	4.33	2
-0.224	2.521	2
-0.234	6.709	2
0.277	6.367	2
-0.271	6.459	2
0.237	6.644	2
-0.329	4.428	2
0.293	6.082	2
-0.237	2.503	2
-0.252	6.387	2
-0.247	2.78	2
0.337	5.377	2
-0.263	6.339	2
0.287	6.445	2
0.308	4.794	2
0.282	6.445	2
-0.297	5.798	2
0.273	2.86	2
-0.332	3.543	2
0.311	3.184	2
-0.246	2.633	2
0.318	4.738	2
0.315	3.472	2
-0.276	5.993	2
-0.251	2.496	2
-0.313	6.108	2
-0.284	6.069	2
-0.318	4.534	2
-0.142	1.959	2
0.183	6.951	2
0.314	3.564	2
0.258	2.92	2
-0.295	5.616	2
-0.217	2.227	2
-0.298	3.414	2
-0.11	1.699	2
0.195	2.108	2
0.331	5.157	2
-0.224	6.785	2
-0.241	6.661	2
-0.132	7.351	2
0.354	4.208	2
-0.234	2.559	2
0.335	4.393	2
-0.342	5.064	2
-0.105	1.734	2
0.311	3.463	2
-0.291	6.267	2
0.084	1.753	2
0.225	2.315	2
0.304	3.994	2
0.348	4.334	2
-0.347	4.131	2
-0.248	6.458	2
-0.105	1.688	2
0.225	6.828	2
0.113	1.821	2
0.343	4.172	2
-0.343	5.219	2
-0.294	5.501	2
0.161	1.911	2
-0.298	5.589	2
0.326	3.812	2
0.265	6.507	2
0.173	7.153	2
0.323	5.329	2
0.16	1.917	2
-0.308	6.117	2
0.164	1.921	2
-0.112	1.759	2
-0.262	2.718	2
-0.115	7.458	2
0.313	5.685	2
0.305	3.852	2
0.348	5.179	2
0.348	4.792	2
-0.087	7.541	2
0.286	2.803	2
0.032	7.581	2
-0.187	7.054	2
0.266	6.299	2
-0.345	4.93	2
0.27	2.871	2
-0.211	2.238	2
-0.335	5.671	2
-0.18	1.984	2
-0.341	4.492	2
-0.222	2.222	2
0.265	6.301	2
0.228	2.574	2
0.286	3.519	2
0.229	6.832	2
-0.294	5.714	2
-0.093	1.787	2
-0.093	7.482	2
0.107	1.799	2
-0.306	3.607	2
-0.062	1.644	2
0.178	2.162	2
-0.258	2.525	2
0.228	6.964	2
0.158	1.883	2
-0.335	4.267	2
-0.315	4.434	2
-0.354	4.713	2
-0.151	7.295	2
0.311	3.368	2
0.226	2.295	2
0.334	4.704	2
-0.324	4.332	2
0.247	2.533	2
-0.286	5.756	2
